ID.v,00,01,02,03,04,05,06,07,08,09,Detection
62,0,0,0,0,0,0,0,0,0,0,No
64,0,0,0,0,0,0,0,0,0,0,No
65,0,0,0,0,0,0,0,0,0,0,No
66,0,0,0,0,0,0,0,0,0,0,No
67,0,0,0,0,0,0,0,0,0,0,No
68,0,0,0,0,0,0,0,0,0,0,No
69,0,0,0,0,0,0,0,0,0,0,No
70,0,0,0,0,0,0,0,0,0,0,No
71,0,0,0,0,0,0,0,0,0,0,No
72,0,0,0,0,0,0,0,0,0,0,No
73,0,0,0,0,0,0,0,0,0,0,No
74,0,0,0,0,0,0,0,0,0,0,No
75,0,0,0,0,0,0,0,0,0,0,No
76,0,0,0,0,0,0,0,0,0,0,No
77,0,0,0,0,0,0,0,0,0,0,No
78,0,0,0,0,0,0,0,0,0,0,No
79,0,0,0,0,0,0,0,0,0,0,No
80,0,0,0,0,0,0,0,0,0,0,No
81,0,0,0,0,0,0,0,0,0,0,No
82,0,0,0,0,0,0,0,0,0,0,No
84,0,0,0,0,0,0,0,0,0,0,No
85,0,0,0,0,0,0,0,0,0,0,No
86,0,0,0,0,0,0,0,0,0,0,No
87,0,0,0,0,0,0,0,0,0,0,No
88,0,0,0,0,0,0,0,0,0,0,No
90,0,0,0,0,0,0,0,0,0,0,No
91,0,0,0,0,0,0,0,0,0,0,No
92,0,0,0,0,0,0,0,0,0,0,No
94,0,0,0,0,0,0,0,0,0,0,No
95,0,0,0,0,0,0,0,0,0,0,No
96,0,0,0,0,0,0,0,0,0,0,No
97,0,0,0,0,0,0,0,0,0,0,No
98,0,0,0,0,0,0,0,0,0,0,No
99,0,0,0,0,0,0,0,0,0,0,No
100,0,0,0,0,0,0,0,0,0,0,No
102,0,0,0,0,0,0,0,0,0,0,No
103,0,0,0,0,0,0,0,0,0,0,No
104,0,0,0,0,0,0,0,0,0,0,No
105,0,0,0,0,0,0,0,0,0,0,No
108,0,0,0,0,0,0,0,0,0,0,No
109,0,0,0,0,0,0,1,0,0,0,Yes
110,0,0,0,0,0,0,1,1,0,1,Yes
111,0,0,0,0,0,0,0,0,0,0,No
112,0,0,0,0,0,0,0,0,0,0,No
113,0,0,0,0,0,0,0,0,0,0,No
114,0,0,0,0,0,0,0,0,0,0,No
115,0,0,0,0,0,0,0,0,0,0,No
116,0,0,0,0,0,0,0,0,0,0,No
117,0,0,0,0,0,0,0,0,0,0,No
118,0,0,0,0,0,0,0,0,0,0,No
120,0,0,0,0,0,0,0,0,0,0,No
121,0,0,0,0,0,0,0,0,0,0,No
122,0,0,0,0,0,0,0,0,0,0,No
123,0,0,0,0,0,0,0,0,0,0,No
124,0,0,0,0,0,0,0,0,0,0,No
125,0,0,0,0,0,0,0,0,0,0,No
126,0,0,0,0,0,0,0,0,0,0,No
127,0,0,0,0,0,0,0,0,0,0,No
128,0,0,0,0,0,0,0,0,0,0,No
129,0,0,0,0,0,0,0,0,0,0,No
130,0,0,0,0,0,0,0,0,0,0,No
131,0,0,0,0,0,0,0,0,0,0,No
132,0,0,0,0,0,0,0,0,0,0,No
133,0,0,0,0,0,0,0,0,0,0,No
134,0,0,0,0,0,0,0,0,0,0,No
135,0,0,0,0,0,0,0,0,0,0,No
136,0,0,0,0,0,0,0,0,0,0,No
137,0,0,0,0,0,0,0,0,0,0,No
138,0,0,0,0,0,0,0,0,0,0,No
139,0,0,0,0,0,0,0,0,0,0,No
140,0,0,0,0,0,0,0,0,0,0,No
141,0,0,0,0,0,0,0,0,0,0,No
142,0,0,0,0,0,0,0,0,0,0,No
144,1,1,0,1,1,1,0,1,0,1,Yes
145,0,0,0,0,0,0,0,0,0,0,No
146,0,0,0,0,0,0,0,0,0,0,No
147,0,0,0,0,0,0,0,0,0,0,No
148,1,1,1,1,1,1,1,1,1,1,Yes
150,0,0,0,0,0,0,0,0,0,0,No
152,0,0,0,0,0,0,0,0,0,0,No
153,0,0,0,0,0,0,0,0,0,0,No
154,0,0,0,0,0,0,0,0,0,0,No
155,0,0,0,0,0,0,0,0,0,0,No
156,0,0,0,0,0,0,0,0,0,0,No
157,0,0,0,0,0,0,0,0,0,0,No
159,0,0,0,0,0,0,0,0,0,0,No
160,0,0,0,0,0,0,0,0,0,0,No
161,0,0,0,0,0,0,0,0,0,0,No
162,0,0,0,0,0,0,0,0,0,0,No
163,0,0,0,0,0,0,0,0,0,0,No
164,0,0,0,0,0,0,0,1,0,0,Yes
165,1,1,1,0,0,0,1,0,1,1,Yes
166,0,0,0,0,0,0,0,0,0,0,No
167,0,0,0,0,0,0,0,0,0,0,No
168,0,0,0,0,0,0,0,0,0,0,No
169,0,0,0,1,0,1,0,0,0,0,Yes
170,0,0,0,0,0,0,0,0,0,0,No
171,0,0,0,0,0,0,0,0,0,0,No
172,0,0,0,0,0,0,0,0,0,0,No
173,0,0,0,0,0,0,0,0,0,0,No
174,1,1,1,1,0,0,0,0,1,1,Yes
175,0,0,0,0,0,0,0,0,0,0,No
176,0,0,0,0,0,0,0,0,0,0,No
